subject_name,course_name,course_url
Art & Design Courses,First Nights - Beethoven's 9th Symphony and the 19th Century Orchestra,https://www.classcentral.com/course/edx-first-nights-beethoven-s-9th-symphony-and-the-19th-century-orchestra-5383
Art & Design Courses,First Nights - Monteverdi’s L’Orfeo and the Birth of Opera,https://www.classcentral.com/course/edx-first-nights-monteverdi-s-l-orfeo-and-the-birth-of-opera-6365
Art & Design Courses,Ignite Your Everyday Creativity,https://www.classcentral.com/course/creative-3139
Art & Design Courses,The Film Experience (Fall 2013),https://www.classcentral.com/course/mit-opencourseware-the-film-experience-fall-2013-40957/classroom
Art & Design Courses,First Nights - Berlioz’s Symphonie Fantastique and Program Music in the 19th Century,https://www.classcentral.com/course/edx-first-nights-berlioz-s-symphonie-fantastique-and-program-music-in-the-19th-century-6612
Art & Design Courses,"First Nights - Stravinsky’s Rite of Spring: Modernism, Ballet, and Riots",https://www.classcentral.com/course/edx-first-nights-stravinsky-s-rite-of-spring-modernism-ballet-and-riots-7319
Art & Design Courses,3D Printing Applications,https://www.classcentral.com/course/3d-printing-applications-5986
Art & Design Courses,Introduction to Graphic Illustration,https://www.classcentral.com/course/kadenze-introduction-to-graphic-illustration-3773
Art & Design Courses,Fundamentals of Graphic Design,https://www.classcentral.com/course/fundamentals-of-graphic-design-4792
Art & Design Courses,Design Principles: an Introduction,https://www.classcentral.com/course/design-principles-4296
Art & Design Courses,Guitar for Beginners,https://www.classcentral.com/course/guitar-522
Art & Design Courses,"19th-Century Opera: Meyerbeer, Wagner, & Verdi",https://www.classcentral.com/course/edx-19th-century-opera-meyerbeer-wagner-verdi-12384
Art & Design Courses,UX Design: From Concept to Prototype,https://www.classcentral.com/course/ux-design-concept-wireframe-12350
Art & Design Courses,"UX Research at Scale: Surveys, Analytics, Online Testing",https://www.classcentral.com/course/ux-research-at-scale-12351
Art & Design Courses,UX (User Experience) Capstone,https://www.classcentral.com/course/user-experience-capstone-12355
Art & Design Courses,User Experience & Interaction Design for AR/VR/MR/XR,https://www.classcentral.com/course/user-experience-interaction-design-augmented-virt-23275
Art & Design Courses,The Piano Sonata: Origins to Mozart,https://www.classcentral.com/course/piano-sonata-origins-to-mozart-43697
Art & Design Courses,The Piano Sonata: Beethoven and the Romantics,https://www.classcentral.com/course/piano-sonata-beethoven-to-romantics-43696
Art & Design Courses,The Piano Sonata: Russian and 20th-21st Century Composers,https://www.classcentral.com/course/piano-sonata-russian-20-21-century-composers-43695
Art & Design Courses,A Global History of Architecture,https://www.classcentral.com/course/edx-a-global-history-of-architecture-928
Art & Design Courses,Music Business Foundations,https://www.classcentral.com/course/music-business-foundations-4429
Art & Design Courses,Online Jamming and Concert Technology,https://www.classcentral.com/course/kadenze-online-jamming-and-concert-technology-3764
Art & Design Courses,Introduction to UI Design,https://www.classcentral.com/course/ui-design-6890
Art & Design Courses,Defining the String Quartet: Haydn,https://www.classcentral.com/course/edx-defining-the-string-quartet-haydn-19182
Art & Design Courses,Becoming the Next Bill Nye: Writing and Hosting the Educational Show (January IAP 2015),https://www.classcentral.com/course/mit-opencourseware-becoming-the-next-bill-nye-writing-and-hosting-the-educational-show-january-iap-2015-40903/classroom
Art & Design Courses,Graphic Design,https://www.classcentral.com/course/presentation-design-6597
Art & Design Courses,"MIT 21M.380 Music and Technology, Fall 2009",https://www.classcentral.com/course/youtube-mit-21m-380-music-and-technology-fall-2009-90342/classroom
Art & Design Courses,"MIT RES.11-002 Intentional Public Disruptions: Art, Responsibility, and Pedagogy, Fall 2017",https://www.classcentral.com/course/youtube-mit-res-11-002-intentional-public-disruptions-art-responsibility-and-pedagogy-fall-2017-90344/classroom
Art & Design Courses,Script Writing: Write a Pilot Episode for a TV or Web Series (Project-Centered Course),https://www.classcentral.com/course/script-writing-5718
Art & Design Courses,Sexing the Canvas: Art and Gender,https://www.classcentral.com/course/sexingthecanvas-4053
Art & Design Courses,Social Computing,https://www.classcentral.com/course/social-computing-4290
Art & Design Courses,Introduction to Imagemaking,https://www.classcentral.com/course/image-making-5455
Art & Design Courses,3D Printing Hardware,https://www.classcentral.com/course/3d-printer-5990
Art & Design Courses,A Scuola con Raffaello,https://www.classcentral.com/course/independent-a-scuola-con-raffaello-21210
Art & Design Courses,Write Like Mozart: An Introduction to Classical Music Composition,https://www.classcentral.com/course/classicalcomp-735
Art & Design Courses,ART of the MOOC: Activism and Social Movements,https://www.classcentral.com/course/activism-social-movements-7195
Art & Design Courses,ART of the MOOC: Public Art and Pedagogy,https://www.classcentral.com/course/moocs-4095
Art & Design Courses,Introduction to Programming and Animation with Alice,https://www.classcentral.com/course/introtoalice-18076
Art & Design Courses,Modern Art & Ideas,https://www.classcentral.com/course/modern-art-ideas-4163
Art & Design Courses,Seeing Through Photographs,https://www.classcentral.com/course/photography-5682
Art & Design Courses,The Language of Design: Form and Meaning,https://www.classcentral.com/course/design-language-16927
Art & Design Courses,Defining the String Quartet II: Beethoven,https://www.classcentral.com/course/edx-defining-the-string-quartet-ii-beethoven-19303
Art & Design Courses,The New World of Arnold Schönberg's Piano Music,https://www.classcentral.com/course/edx-the-new-world-of-arnold-schoenberg-s-piano-music-17139
Art & Design Courses,Principles of Photo Composition and Digital Image Post-Production,https://www.classcentral.com/course/photocourse3-5532
Art & Design Courses,An Introduction to Accessibility and Inclusive Design,https://www.classcentral.com/course/accessibility-13860
Art & Design Courses,How Music Can Change Your Life,https://www.classcentral.com/course/music-life-6634
Art & Design Courses,Introduction to Ableton Live,https://www.classcentral.com/course/abletonlive-2988
Art & Design Courses,Management of Fashion and Luxury Companies,https://www.classcentral.com/course/mafash-1374
Art & Design Courses,Fashion as Design,https://www.classcentral.com/course/fashion-design-9416
Art & Design Courses,"History of Rock, Part One",https://www.classcentral.com/course/historyofrock1-690
Art & Design Courses,The Music of the Beatles,https://www.classcentral.com/course/beatles-1135
Art & Design Courses,Ideas from the History of Graphic Design,https://www.classcentral.com/course/graphic-design-history-6497
Art & Design Courses,Developing Your Musicianship,https://www.classcentral.com/course/musicianship-1726
Art & Design Courses,3D Printing Software,https://www.classcentral.com/course/3d-printing-software-5993
Art & Design Courses,Pro Tools Basics,https://www.classcentral.com/course/protoolsbasics-5436
Art & Design Courses,The Art of Vocal Production,https://www.classcentral.com/course/vocal-production-7797
Art & Design Courses,Making Architecture,https://www.classcentral.com/course/making-architecture-7153
Art & Design Courses,Cracking the Creativity Code: Discovering Ideas,https://www.classcentral.com/course/startup-entrepreneurship-discovering-ide-3497
Art & Design Courses,Photography Capstone Project,https://www.classcentral.com/course/photography-project-5595
Art & Design Courses,Getting Your Film off the Ground ,https://www.classcentral.com/course/film-off-ground-15230
Art & Design Courses,How to Jumpstart Your Hidden Creative Genius,https://www.classcentral.com/course/karl-gude-creativity-65338
Art & Design Courses,Approaching Music Theory: Melodic Forms and Simple Harmony,https://www.classcentral.com/course/melodic-forms-simple-harmony-13653
Art & Design Courses,Introduction to Game Design,https://www.classcentral.com/course/edx-introduction-to-game-design-2366
Art & Design Courses,The Olympic Games and the Media,https://www.classcentral.com/course/olympicgames-1772
Art & Design Courses,Evaluating User Interfaces,https://www.classcentral.com/course/ui-testing-6926
Art & Design Courses,Introduction to Film Studies,https://www.classcentral.com/course/swayam-introduction-to-film-studies-14148
Art & Design Courses,Basics of Photography,https://www.classcentral.com/course/swayam-basics-of-photography-13910
Art & Design Courses,Intimacy of Creativity: Entering the Minds of Composers,https://www.classcentral.com/course/intimacy-creativity-entering-minds-composers-20982
Art & Design Courses,Appreciating Carnatic Music,https://www.classcentral.com/course/swayam-appreciating-carnatic-music-3977
Art & Design Courses,Be Your Best Creative Self,https://www.classcentral.com/course/be-your-best-creative-self-20277
Art & Design Courses,Strategies for Success in your Music Career,https://www.classcentral.com/course/strategies-for-success-in-your-music-career-55165
Art & Design Courses,Launching Your Music Career,https://www.classcentral.com/course/launching-your-music-career-55164
Art & Design Courses,Promotional Materials Every Musician Needs,https://www.classcentral.com/course/promotional-materials-every-musician-needs-55162
Art & Design Courses,Introduction to Game Design,https://www.classcentral.com/course/intro-game-design-4220
Art & Design Courses,Guitar Scales and Chord Progressions,https://www.classcentral.com/course/guitar-scales-chord-progressions-11773
Art & Design Courses,"Film, Images & Historical Interpretation in the 20th Century: The Camera Never Lies",https://www.classcentral.com/course/film-images-542
Art & Design Courses,Classical Works,https://www.classcentral.com/course/harvardx-classical-works-23750
Art & Design Courses,"Musicianship: Tensions, Harmonic Function, and Modal Interchange",https://www.classcentral.com/course/musicianship-harmony-7051
Art & Design Courses,Singing Popular Music,https://www.classcentral.com/course/singing-popular-music-19623
Art & Design Courses,Songwriting: Writing the Music,https://www.classcentral.com/course/songwriting-writing-the-music-33566
Art & Design Courses,Teaching Popular Music in the Classroom,https://www.classcentral.com/course/teaching-popular-music-18056
Art & Design Courses,A tecnologia da produção musical ,https://www.classcentral.com/course/tecnologia-producao-musical-9642
Art & Design Courses,"Innovation Through Design: Think, Make, Break, Repeat",https://www.classcentral.com/course/innovation-through-design-11588
Art & Design Courses,Fundamentals of Rehearsing Music Ensembles,https://www.classcentral.com/course/music-ensembles-731
Art & Design Courses,Create High-Fidelity Designs and Prototypes in Figma,https://www.classcentral.com/course/high-fidelity-designs-prototype-35134
Art & Design Courses,Responsive Web Design in Adobe XD,https://www.classcentral.com/course/responsive-web-design-adobe-xd-35133
Art & Design Courses,What Is Contemporary Art?,https://www.classcentral.com/course/contemporary-art-17106
Art & Design Courses,Ergonomics Workplace Analysis,https://www.classcentral.com/course/swayam-ergonomics-workplace-analysis-14044
Art & Design Courses,Exploring Beethoven’s Piano Sonatas,https://www.classcentral.com/course/beethovensonatas-730
Art & Design Courses,"New to Figma? Get started with ""Figma for beginners"" tutorials",https://www.classcentral.com/course/youtube-new-to-figma-get-started-with-figma-for-beginners-tutorials-51790/classroom
Art & Design Courses,Foundations of User Experience (UX) Design,https://www.classcentral.com/course/foundations-user-experience-design-35132
Art & Design Courses,Comics: Art in Relationship,https://www.classcentral.com/course/kadenze-comics-art-in-relationship-3775
Art & Design Courses,Introduction to Graphic Design,https://www.classcentral.com/course/kadenze-introduction-to-graphic-design-5892
Art & Design Courses,Introduction to Typography,https://www.classcentral.com/course/typography-5444
Art & Design Courses,Build Wireframes and Low-Fidelity Prototypes,https://www.classcentral.com/course/wireframes-low-fidelity-prototypes-35136
Art & Design Courses,Conduct UX Research and Test Early Concepts,https://www.classcentral.com/course/conduct-ux-research-35135
Art & Design Courses,Sustainable Fashion,https://www.classcentral.com/course/sustainable-fashion-17311
Art & Design Courses,Design a User Experience for Social Good & Prepare for Jobs,https://www.classcentral.com/course/ux-design-jobs-35131
Art & Design Courses,A Scientific Approach to Innovation Management,https://www.classcentral.com/course/scientific-approach-innovation-managemen-13223
Art & Design Courses,Innovation by Design,https://www.classcentral.com/course/swayam-innovation-by-design-17642
Art & Design Courses,Understanding Design,https://www.classcentral.com/course/swayam-understanding-design-17831
Art & Design Courses,Fashion Design,https://www.classcentral.com/course/fashion-design-process-47966
Art & Design Courses,Art of the MOOC:  Experiments with Sound,https://www.classcentral.com/course/experiments-with-sound-10762
Art & Design Courses,"Beauty, Form & Function: An Exploration of Symmetry",https://www.classcentral.com/course/symmetry-4172
Art & Design Courses,Exploring Beethoven's Piano Sonatas Part 4,https://www.classcentral.com/course/exploring-beethoven-piano-sonatas-4-12766
Art & Design Courses,Exploring Beethoven's Piano Sonatas Part 5,https://www.classcentral.com/course/exploring-beethoven-piano-sonatas-5-16976
Art & Design Courses,"Design, Technology and Innovation",https://www.classcentral.com/course/swayam-design-technology-and-innovation-17570
Art & Design Courses,Fashion Systems,https://www.classcentral.com/course/fashion-systems-47967
Art & Design Courses,Fashion Retail Transformation,https://www.classcentral.com/course/fashion-retail-transformation-47965
Art & Design Courses,Architectural Conservation And Historic Preservation,https://www.classcentral.com/course/swayam-architectural-conservation-and-historic-preservation-9903
Art & Design Courses,Apparel Designing,https://www.classcentral.com/course/swayam-apparel-designing-22894
Art & Design Courses,Digital Fashion Mindset,https://www.classcentral.com/course/digital-fashion-mindset-61455
Art & Design Courses,Digital Fashion Reality,https://www.classcentral.com/course/digital-fashion-reality-61456
Art & Design Courses,Creative Painting,https://www.classcentral.com/course/swayam-creative-painting-93297
Art & Design Courses,Digital Fashion Industry,https://www.classcentral.com/course/digital-fashion-industry-61454
Art & Design Courses,Educational Media,https://www.classcentral.com/course/swayam-educational-media-60086
Art & Design Courses,Contemporary Architecture and Design,https://www.classcentral.com/course/swayam-contemporary-architecture-and-design-13959
Art & Design Courses,Introduction to Indian Art - An appreciation,https://www.classcentral.com/course/swayam-introduction-to-indian-art-an-appreciation-6708
Art & Design Courses,Visual Communication Design for Digital Media,https://www.classcentral.com/course/swayam-visual-communication-design-for-digital-media-10103
Art & Design Courses,Performing Arts & Allied Subjects,https://www.classcentral.com/course/swayam-performing-arts-allied-subjects-58531
Art & Design Courses,Partition of India in Print Media and Cinema,https://www.classcentral.com/course/swayam-partition-of-india-in-print-media-and-cinema-91717
Art & Design Courses,Indian Classical Dance - Kathak,https://www.classcentral.com/course/swayam-indian-classical-dance-kathak-45152
Art & Design Courses,"Indian Art: Materials, Techniques and Artistic Practices",https://www.classcentral.com/course/swayam-indian-art-materials-techniques-and-artistic-practices-91681
Art & Design Courses,Elements of Visual Representation,https://www.classcentral.com/course/swayam-elements-of-visual-representation-4438
Art & Design Courses,"Text, Textuality and Digital Media",https://www.classcentral.com/course/swayam-text-textuality-and-digital-media-14325
Art & Design Courses,Educational Video Production,https://www.classcentral.com/course/swayam-educational-video-production-95299
Art & Design Courses,World Music: Balinese Rhythms,https://www.classcentral.com/course/edx-world-music-balinese-rhythms-20169
